company,overall_rating,sentiment,review,industry
McKinsey-and-Company,1,Negative,"good downtown location, near union station, free lunches hire and fire, no development, no job security",Various
YOOX-NET-A-PORTER-GROUP,2,Negative,"Cafe, discounts, fun people, easy commute if you live near the area. Upper management became very micromanaged. No opportunities to move up in the company. Parking was a nightmare. Bathrooms and the rest of the building was very dirty.",Various
Topshop,4,Positive,"Nice people, fair shifts, good training Treated like a child at times",Various
McDonald-s,1,Negative,"No pros- its literally the worst place on earth the managers are repugnant and spend all day sitting in their office, sweating through their shirts and eating the burgers. they may poke their greasy heads out once in a while to grunt at the employees but thats the extent of their efforts. don't work here unless you want to feel totally invisible in the world and have an existential crisis",Various
IBM,3,Neutral,Good place to Work. good Projects and people None to mention at this time,Various
Microsoft,4,Positive,"nice staff, good food and environment. looking forward to working here for many years to come could use better cleaning staff for the washrooms, and more office supplies to use",Various
PwC,3,Neutral,"Excellent industrial exposure. Big company tag.
Flexible timing No work-life balance
Partner structure company, doesn't care about the ground level employee",Various
McDonald-s,3,Neutral,"There is a lot of work opportunity and the co workers are mostly nice. They have terrible/lazy help, if any most of the time,  you mainly work in the same position the whole time you work there, it gets so busy and backed up that you have to help other co workers and do your job at the same time, etc.",Various
Unilever,4,Positive,"Their training programs are of high quality. In general learning opportunity is continuous in Unilever, especially about being more systematic and having more bias to action fast. Quite frequently overtime without any compensation. Way too avid and competitive employees, harming each other secretly.",Various
IBM,3,Neutral,I like the job I have a good salery and i can abalance it with my home life and my kids are with me sometime there is too much work and I am stresset but usually it's OK. The hours go by very slowly,Various
IBM,5,Positive,"For me the best workplace so far. Been part of IBM for 7 years now, lots of career growth to offer, if you will just take advantage of their training offers and even certification programs. While maintaining the work-life balance for all. I would also like to mention the 5 dimensions IBM is considering in evaluating each employee's performance. For me, it really helps a lot to make one aspire to achieve more. Can't think of anything as of the moment.",Various
